month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
10/1/2019,New Mexico,809,0,5518,3964,512,352,0,13,12,0,432,515,1,70,0,0,0,0,39,23,1,2,2,0,12265
10/1/2019,New York,3504,2577,8810,16600,1272,245,0,0,3,0,42,46,3,51,109,0,7,2,315,360,20,6,10,0,33982
10/1/2019,North Carolina,22917,50,1370,12811,1014,221,0,14,29,1,1970,1813,9,523,111,12,10,5,4,14,4,1,0,0,42903
10/1/2019,North Dakota,297,14,1446,3638,143,105,6,1,0,0,66,134,1,4,1,0,0,0,25,3,2,0,0,0,5886
10/1/2019,Ohio,10826,195,18896,16127,1706,1124,15,12,7,2,1124,633,4,84,26,3,0,0,28,15,5,1,1,0,50834
10/1/2019,Oklahoma,3398,0,10536,9256,1064,930,0,21,21,2,1922,1545,10,4,2,0,0,0,43,30,5,1,4,0,28794
10/1/2019,Oregon,5238,833,13377,10705,0,6,2,0,0,0,0,0,0,156,78,0,0,0,0,0,0,0,0,0,30395
10/1/2019,Pennsylvania,23379,0,44371,17094,54,0,336,0,0,0,0,0,0,711,120,1,0,0,0,0,0,0,0,0,86066
10/1/2019,Puerto Rico,0,0,1892,161,79,31,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,2189
10/1/2019,Rhode Island,0,0,942,698,66,188,0,0,0,0,0,6,0,57,68,8,0,0,10,5,1,0,1,0,2050
10/1/2019,South Carolina,8427,205,8542,6648,623,465,5,13,7,0,978,590,4,158,21,1,0,0,11,7,1,0,1,0,26707
10/1/2019,South Dakota,579,2,2216,5161,215,205,0,1,3,0,128,236,0,0,0,0,0,0,8,27,2,0,0,0,8783
10/1/2019,Tennessee,5513,817,21973,15268,1342,0,0,0,0,0,2,2,0,93,5,0,0,0,0,0,0,0,0,0,45015
10/1/2019,Texas,28826,0,41994,33957,3423,2464,1,74,44,3,6226,4030,49,75,1,0,0,0,64,54,6,1,4,3,121299
10/1/2019,Utah,11721,56857,2898,3819,312,0,0,5,5,0,228,341,0,119,31,25,0,0,0,0,0,0,0,0,76361
10/1/2019,Vermont,0,0,1283,1860,103,83,4,0,1,0,2,4,0,0,0,0,0,0,2,6,0,0,0,0,3348
10/1/2019,Virgin Islands,128,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
10/1/2019,Virginia,497,488,20887,15388,3146,2,0,0,0,0,0,0,0,72,10,0,0,0,0,0,0,0,0,0,40490
10/1/2019,Washington,13310,486,13948,9851,2574,40,12,6,68,4,361,973,10,550,118,14,0,0,275,307,72,0,5,0,42984
10/1/2019,West Virginia,3309,119,5026,6883,274,380,0,6,9,0,1009,1195,0,8,1,2,0,0,11,5,2,0,0,0,18239
10/1/2019,Wisconsin,8506,758,13148,15376,1028,46,0,0,1,8,118,244,5,116,35,4,0,0,0,2,0,0,0,0,39395
10/1/2019,Wyoming,479,19,1594,2368,142,103,0,2,4,1,130,216,1,0,0,0,0,0,2,4,0,0,2,0,5067
9/1/2019,Alabama,23674,605,14259,12550,1100,801,0,25,15,2,2454,1296,12,1,0,0,0,0,35,31,10,1,1,0,56872
9/1/2019,Alaska,200,11,2276,2766,291,180,0,1,0,0,165,131,0,30,32,0,0,0,14,7,0,2,0,0,6106
9/1/2019,Arizona,4812,594,12126,7629,1441,896,0,9,6,3,1159,481,7,108,11,0,0,0,8,11,6,0,0,0,29307
9/1/2019,Arkansas,2995,720,4535,5063,392,336,2,14,12,0,1000,1190,3,0,0,0,0,0,11,12,0,0,0,0,16285
9/1/2019,California,37637,0,30776,22726,3524,0,129,0,0,0,435,305,8,0,0,0,0,0,0,0,0,0,0,0,95540
9/1/2019,Colorado,5583,0,14614,12289,1520,1015,1,0,0,0,0,0,0,255,54,2,0,0,0,0,0,0,0,0,35333
9/1/2019,Connecticut,5507,438,4115,1726,577,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12365
9/1/2019,Delaware,207,0,1397,1378,134,62,0,0,1,0,5,11,0,81,0,0,0,0,52,22,5,1,0,0,3356
9/1/2019,District of Columbia,484,0,94,5,0,2,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,610
9/1/2019,Florida,14077,0,44565,18261,4154,2361,1,35,18,0,3688,1198,13,854,83,29,0,0,229,130,33,39,47,0,89815
9/1/2019,Georgia,17501,1,10415,7843,601,533,0,15,13,0,1689,1145,6,11,0,0,0,0,15,5,1,0,0,0,39794
9/1/2019,Guam,0,0,123,58,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
9/1/2019,Hawaii,967,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,969
9/1/2019,Idaho,5828,4,3645,4776,395,229,0,8,11,0,334,491,1,59,13,7,0,0,1,13,1,0,2,0,15818
9/1/2019,Illinois,13011,442109,17639,9512,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483162
9/1/2019,Indiana,504,42656,15291,10734,1680,813,38,8,3,2,598,436,18,19,0,0,0,0,50,65,30,3,3,0,72951
9/1/2019,Iowa,4288,5258,131,2288,31,7,0,0,0,0,1,36,0,23,15,1,0,0,0,1,0,0,1,0,12081
9/1/2019,Kansas,1048,11,4405,4322,477,264,0,13,11,3,579,260,10,33,9,2,0,0,14,7,4,0,1,0,11473
9/1/2019,Kentucky,1675,265396,8526,6502,489,527,0,19,19,0,1675,1157,1,13,12,0,0,0,26,20,4,0,2,1,286064
9/1/2019,Louisiana,1784,80,8996,9417,786,632,0,7,9,0,930,782,12,0,0,0,0,0,12,14,2,0,0,0,23463
9/1/2019,Maine,441,4,2919,4439,265,211,1,0,1,0,70,99,1,26,17,0,0,0,4,9,2,0,1,0,8510
9/1/2019,Mariana Islands,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
9/1/2019,Maryland,3189,10,2981,4714,131,39,0,1,2,0,64,131,1,64,31,0,0,0,0,25,2,1,0,0,11386
9/1/2019,Massachusetts,10377,0,3523,2370,468,150,7,0,1,0,10,2,1,2,0,0,0,0,38,37,4,1,0,0,16991
9/1/2019,Michigan,15531,3693,9135,11241,767,239,1,2,4,0,9,225,2,53,12,0,0,0,3,7,1,0,0,0,40925
9/1/2019,Minnesota,10138,20054,8131,14379,870,487,0,3,3,1,204,356,3,50,15,3,0,0,15,21,0,0,0,0,54733
9/1/2019,Mississippi,1691,0,6384,5653,380,345,0,14,8,1,1473,987,4,24,3,0,0,0,3,4,0,0,0,0,16974
9/1/2019,Missouri,2953,0,15032,13663,1559,1008,0,14,7,1,1412,901,9,225,32,2,0,0,37,54,10,4,1,0,36924
9/1/2019,Montana,1129,0,2651,4533,270,237,17,8,9,1,374,803,1,27,5,1,0,0,7,16,1,1,0,0,10091
9/1/2019,Nebraska,3234,48,63,1631,23,2,0,0,1,0,2,39,1,10,5,0,0,0,0,6,0,0,0,0,5065
9/1/2019,Nevada,1826,0,3985,2467,297,267,0,1,0,0,279,140,1,0,0,0,0,0,18,4,0,0,0,0,9285
9/1/2019,New Hampshire,1192,1,4458,2948,190,0,15,0,20,0,0,18,0,90,6,0,0,0,0,2,0,0,0,0,8940
9/1/2019,New Jersey,0,0,3760,3285,218,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55,1,0,2,1,7372
9/1/2019,New Mexico,737,0,5517,3752,601,319,0,17,17,1,378,434,1,34,0,0,0,0,28,11,2,0,1,0,11850
9/1/2019,New York,3219,2026,8316,16334,1417,225,0,1,5,1,34,43,9,39,56,0,2,5,299,265,16,5,15,0,32332
9/1/2019,North Carolina,21099,136,1306,10756,941,211,0,14,15,1,1795,1424,6,467,88,15,8,3,7,10,2,0,1,0,38305
9/1/2019,North Dakota,227,35,1489,3300,134,107,9,1,0,0,45,86,1,2,0,0,0,0,3,15,0,0,1,0,5455
9/1/2019,Ohio,10321,154,17083,13048,1534,936,0,7,8,2,1039,442,11,91,16,12,0,0,32,23,7,1,0,0,44767
9/1/2019,Oklahoma,3284,0,8852,7851,1127,850,1,16,13,1,1762,1363,9,7,0,0,0,0,35,21,8,0,3,0,25203
9/1/2019,Oregon,4537,695,12140,10443,0,6,3,0,0,0,0,0,0,114,70,0,0,0,0,0,0,0,0,0,28008
9/1/2019,Pennsylvania,21942,0,40203,14471,33,0,284,0,0,0,0,0,0,595,102,0,0,0,0,0,0,0,0,0,77630
9/1/2019,Puerto Rico,0,0,1554,191,85,29,0,0,0,0,10,8,1,0,0,0,0,0,0,0,0,0,0,0,1878
9/1/2019,Rhode Island,0,0,837,649,74,167,0,0,0,0,3,0,0,29,56,3,0,0,12,6,2,2,2,0,1842
9/1/2019,South Carolina,7673,169,7420,5455,689,328,3,14,4,0,867,498,1,123,16,0,0,0,17,3,0,0,0,0,23280
9/1/2019,South Dakota,583,6,2068,3640,168,132,0,2,3,0,119,193,0,0,0,0,0,0,5,11,1,1,0,0,6932
9/1/2019,Tennessee,4246,913,20638,13292,1314,0,0,0,0,0,0,1,0,58,6,0,0,0,0,0,0,0,0,0,40468
9/1/2019,Texas,27236,0,42688,35840,3736,2477,4,78,47,5,5922,3435,38,59,4,0,0,0,79,58,10,2,0,0,121718
9/1/2019,Utah,8999,56706,2892,3430,322,0,0,2,9,0,231,296,1,138,33,25,0,0,0,0,0,0,0,0,73084
9/1/2019,Vermont,0,0,1175,1559,154,81,4,0,0,0,3,4,2,0,0,0,0,0,6,3,0,0,0,0,2991
9/1/2019,Virgin Islands,89,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
9/1/2019,Virginia,573,331,19517,13336,3231,0,0,0,0,0,0,0,0,62,9,0,0,0,0,0,0,0,0,0,37059
9/1/2019,Washington,11495,202,12977,8424,2581,42,52,1,85,7,315,816,18,463,92,17,0,0,210,249,65,8,9,2,38130
9/1/2019,West Virginia,5232,147,4581,5149,339,305,0,11,12,0,934,1003,5,3,1,3,0,0,7,4,1,2,1,0,17740
9/1/2019,Wisconsin,7833,696,12339,13865,980,54,0,0,2,11,121,224,5,89,38,3,0,0,0,18,0,0,0,0,36278
9/1/2019,Wyoming,669,6,1595,2274,147,109,1,0,3,0,125,240,2,0,1,0,0,0,0,2,1,0,1,0,5176
8/1/2019,Alabama,29437,886,18831,12672,1379,1023,0,42,15,2,3450,1547,15,0,0,0,0,0,42,29,4,2,1,0,69377
8/1/2019,Alaska,51,12,2593,3137,319,224,0,0,1,1,190,179,3,27,26,0,0,0,7,26,0,0,0,0,6796
8/1/2019,Arizona,6095,543,14272,8281,1495,1014,0,14,5,2,1333,625,5,122,15,2,0,0,16,7,3,1,1,0,33851
8/1/2019,Arkansas,3397,705,5267,5445,386,407,1,16,15,0,1245,1379,5,0,0,0,0,0,10,23,1,0,1,0,18303
8/1/2019,California,26631,0,36607,25247,3837,0,5897,0,0,0,542,371,14,0,0,0,0,0,0,0,0,0,0,0,99146
8/1/2019,Colorado,6188,0,17237,12352,1522,1161,0,0,0,0,0,0,0,249,44,2,0,0,0,0,0,0,0,0,38755
8/1/2019,Connecticut,5606,417,4806,1785,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13326
8/1/2019,Delaware,167,0,1630,1383,133,78,0,4,1,0,10,11,0,46,0,0,0,0,42,32,6,4,0,0,3547
8/1/2019,District of Columbia,228,0,101,5,0,1,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,386
8/1/2019,Florida,19468,0,54215,18910,4711,2632,0,38,11,0,4436,1381,15,842,118,14,0,0,271,137,41,32,45,1,107318
8/1/2019,Georgia,20151,0,12501,8234,711,589,0,33,19,1,1988,1218,7,0,0,0,0,0,48,7,0,0,1,0,45508
8/1/2019,Guam,0,0,128,95,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
8/1/2019,Hawaii,1021,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1025
8/1/2019,Idaho,6159,1,4039,4604,403,252,0,3,7,0,424,441,3,44,13,0,0,0,7,11,0,0,0,0,16411
8/1/2019,Illinois,13542,448997,19105,9281,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491715
8/1/2019,Indiana,1140,37531,19883,11389,1756,854,31,14,9,3,794,455,18,16,2,0,0,0,39,33,44,3,6,2,74022
8/1/2019,Iowa,4674,4822,144,1985,32,5,0,0,0,0,4,55,0,32,5,0,0,0,0,2,0,0,0,0,11760
8/1/2019,Kansas,1281,6,5240,4730,509,357,0,9,7,1,684,331,10,39,10,0,0,0,5,5,3,0,0,0,13227
8/1/2019,Kentucky,1628,291623,10802,6592,475,592,1,32,27,0,2070,1416,3,14,14,0,0,0,33,22,3,0,1,0,315348
8/1/2019,Louisiana,1959,93,10016,8147,892,637,0,9,10,1,1131,844,10,0,0,0,0,0,15,15,1,0,0,0,23780
8/1/2019,Maine,462,3,3054,3398,307,204,0,0,1,0,106,102,0,23,14,0,0,0,3,6,3,0,0,0,7686
8/1/2019,Mariana Islands,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
8/1/2019,Maryland,3364,12,3518,4472,126,35,0,0,5,3,78,102,0,56,35,0,0,0,0,14,1,0,2,0,11823
8/1/2019,Massachusetts,10965,2,4788,2609,461,228,29,1,2,1,4,8,2,4,1,0,0,0,33,35,15,0,1,0,19189
8/1/2019,Michigan,18954,1316,9724,8698,706,220,12,1,5,0,11,227,4,63,13,0,0,0,7,5,0,0,1,0,39967
8/1/2019,Minnesota,10745,20927,8510,11265,914,476,0,2,6,0,257,335,1,75,19,8,0,0,15,13,2,0,1,0,53571
8/1/2019,Mississippi,1669,0,9042,7144,492,551,0,30,12,1,1797,1186,5,5,3,0,0,0,7,5,1,1,0,0,21951
8/1/2019,Missouri,2895,0,18605,14755,1809,1136,0,14,8,0,1745,1010,10,269,18,3,0,0,61,64,8,2,1,0,42413
8/1/2019,Montana,1255,0,2945,3956,270,251,10,8,12,1,425,764,2,14,9,0,0,0,4,5,0,0,0,0,9931
8/1/2019,Nebraska,3507,81,91,1600,25,2,0,0,0,0,4,51,0,31,3,0,0,0,0,1,0,0,0,0,5396
8/1/2019,Nevada,2086,0,4896,2596,385,285,0,0,0,0,385,123,3,0,0,0,0,0,14,9,0,0,0,0,10782
8/1/2019,New Hampshire,1318,1,5168,2744,225,0,43,0,18,0,0,14,0,72,10,2,0,0,0,1,0,1,0,0,9617
8/1/2019,New Jersey,0,0,4061,3341,196,0,0,0,0,0,0,0,0,0,0,0,0,0,72,49,1,0,1,0,7721
8/1/2019,New Mexico,891,0,6932,4000,597,374,0,14,9,2,484,488,2,45,0,0,0,0,43,25,0,0,0,0,13906
8/1/2019,New York,2796,1700,7995,11563,1224,240,0,1,1,2,48,38,5,22,47,2,2,5,261,256,10,2,7,0,26227
8/1/2019,North Carolina,24648,98,1724,11474,1225,238,214,18,21,3,2213,1802,17,553,133,5,13,8,11,18,2,0,0,0,44438
8/1/2019,North Dakota,298,4,1656,2792,154,103,10,2,1,0,85,99,2,0,0,0,0,0,8,13,1,0,0,0,5228
8/1/2019,Ohio,11005,115,22222,12658,1901,1006,1,16,8,1,1229,623,9,82,10,8,0,0,38,26,2,1,2,0,50963
8/1/2019,Oklahoma,3837,0,10823,8668,1266,952,11,27,15,2,2112,1555,10,0,0,0,0,0,26,31,12,1,1,1,29350
8/1/2019,Oregon,4885,795,13926,9496,0,14,0,0,0,0,0,0,0,150,62,0,0,0,0,0,0,0,0,0,29328
8/1/2019,Pennsylvania,25460,0,43559,13314,45,0,260,0,0,0,0,0,0,594,113,1,0,0,0,0,0,0,0,0,83346
8/1/2019,Puerto Rico,0,0,2135,233,67,23,0,1,1,1,14,8,0,0,0,0,0,0,1,0,0,1,1,0,2486
8/1/2019,Rhode Island,0,0,954,618,80,158,0,0,0,0,6,1,0,32,26,4,0,0,9,3,0,2,2,0,1895
8/1/2019,South Carolina,8337,175,9423,6241,833,455,0,8,5,1,1107,567,4,145,8,0,0,0,27,13,3,0,1,1,27354
8/1/2019,South Dakota,553,4,2367,3343,195,124,0,2,1,0,163,210,0,0,0,0,0,0,2,4,1,0,2,0,6971
8/1/2019,Tennessee,4256,345,25754,14536,1540,0,4,0,0,0,2,0,0,89,7,0,0,0,0,0,0,0,0,0,46533
8/1/2019,Texas,29242,0,49804,36943,3855,2652,1,90,61,6,6867,3853,47,75,11,1,0,0,76,47,11,3,2,0,133647
8/1/2019,Utah,10682,56857,2976,3002,340,0,0,3,10,1,273,307,0,146,64,38,0,0,0,0,0,0,0,0,74699
8/1/2019,Vermont,0,0,1371,1320,156,68,3,0,0,0,2,6,2,0,0,0,0,0,4,4,0,0,0,0,2936
8/1/2019,Virgin Islands,125,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
8/1/2019,Virginia,946,231,23429,13458,3324,0,0,0,0,0,0,0,0,60,9,0,0,0,0,0,0,0,0,0,41457
8/1/2019,Washington,13289,215,13689,7551,2632,47,4,2,147,3,420,824,18,511,135,9,0,0,334,227,74,12,1,0,40144
8/1/2019,West Virginia,2748,150,5846,4737,339,371,1,8,6,1,1214,1055,2,9,1,1,0,0,5,6,0,0,1,0,16501
8/1/2019,Wisconsin,8235,582,13127,11622,1009,64,0,0,2,7,163,217,3,79,26,2,0,0,0,8,0,0,0,0,35146
8/1/2019,Wyoming,288,15,1767,2004,166,119,1,4,3,0,178,197,3,0,0,0,0,0,4,2,2,1,0,0,4754
7/1/2019,Alabama,33116,865,8711,5851,410,353,0,19,14,1,1525,854,4,0,0,0,0,0,20,9,4,0,1,0,51757
7/1/2019,Alaska,167,24,2172,2139,247,151,0,0,0,0,173,147,1,26,22,0,0,0,11,15,2,1,0,0,5298
7/1/2019,Arizona,5181,489,11005,5995,1203,651,0,18,3,2,1137,485,4,113,9,0,0,0,13,12,5,0,0,0,26325
7/1/2019,Arkansas,2687,645,4049,3487,289,305,5,8,17,1,1097,1077,3,0,0,0,0,0,5,8,1,0,0,0,13684
7/1/2019,California,27930,0,30400,20830,3485,0,6259,0,0,0,382,242,4,0,0,0,0,0,0,0,0,0,0,0,89532
7/1/2019,Colorado,6156,0,15550,9601,1238,916,1,0,0,0,0,0,0,292,57,1,0,0,0,0,0,0,0,0,33812
7/1/2019,Connecticut,6838,477,4235,1403,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13362
7/1/2019,Delaware,227,0,1410,936,107,65,0,2,3,0,12,9,0,41,0,3,0,0,40,12,3,2,1,0,2873
7/1/2019,District of Columbia,250,0,105,4,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,375
7/1/2019,Florida,14674,0,43914,13570,3307,1968,3,27,10,0,3953,1027,12,1006,116,6,0,0,212,108,29,43,39,0,84024
7/1/2019,Georgia,16348,0,9663,5261,476,394,0,22,7,1,1663,917,5,2,2,0,0,0,19,6,1,0,0,0,34787
7/1/2019,Guam,0,0,121,57,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
7/1/2019,Hawaii,1040,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1045
7/1/2019,Idaho,11449,0,3504,3341,311,179,0,8,9,1,364,401,0,42,9,6,0,0,4,8,0,0,1,0,19637
7/1/2019,Illinois,10764,405293,15782,6889,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439458
7/1/2019,Indiana,534,36096,13982,7568,1225,583,26,8,6,1,609,359,22,24,2,1,0,0,50,35,6,0,2,0,61139
7/1/2019,Iowa,3935,6072,113,1264,29,4,0,0,1,0,2,41,0,32,10,0,0,0,1,3,0,0,0,0,11507
7/1/2019,Kansas,1635,3,4255,3203,417,260,0,11,1,1,548,246,6,41,14,2,0,0,9,6,3,0,1,0,10662
7/1/2019,Kentucky,1627,301200,8059,4658,370,451,0,34,14,1,1680,1115,1,17,14,0,0,0,21,7,0,0,1,0,319270
7/1/2019,Louisiana,1781,119,7646,5110,624,399,0,7,4,1,1066,597,6,1,0,0,0,0,13,7,1,2,1,0,17385
7/1/2019,Maine,412,3,2322,2161,190,135,2,0,1,0,80,96,1,22,6,0,0,0,2,3,0,1,0,0,5437
7/1/2019,Mariana Islands,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
7/1/2019,Maryland,3248,17,3082,3162,84,50,0,4,3,0,71,92,0,35,14,0,0,0,0,23,0,4,2,0,9891
7/1/2019,Massachusetts,9084,0,3711,1886,387,132,7,0,0,1,12,2,0,0,0,0,0,0,19,20,8,3,0,0,15272
7/1/2019,Michigan,17643,8,7396,5571,538,164,0,0,0,0,8,174,0,65,16,1,0,0,11,12,0,0,0,0,31607
7/1/2019,Minnesota,7939,19570,6938,6575,610,289,0,4,5,0,205,236,3,47,14,3,0,0,6,8,2,0,0,0,42454
7/1/2019,Mississippi,1694,0,5769,3476,313,302,0,16,11,1,1474,829,1,5,1,0,0,0,16,5,2,1,2,0,13918
7/1/2019,Missouri,2602,0,14131,10224,1249,787,0,13,10,1,1434,819,12,254,26,4,0,0,38,17,2,3,1,0,31627
7/1/2019,Montana,1018,0,2615,3045,192,209,10,5,6,0,404,567,1,24,5,3,0,0,3,1,0,0,1,1,8110
7/1/2019,Nebraska,2736,77,80,1047,19,1,0,0,0,0,8,38,0,28,10,0,0,0,0,0,0,0,0,0,4044
7/1/2019,Nevada,1917,0,3852,1891,313,240,0,0,0,0,299,104,0,2,0,0,0,0,13,4,0,0,0,0,8635
7/1/2019,New Hampshire,1169,0,3874,1996,217,0,81,0,15,0,0,13,0,63,8,3,0,0,0,0,0,0,0,0,7439
7/1/2019,New Jersey,0,0,4160,2590,211,0,0,0,0,0,0,0,0,1,0,0,0,0,53,31,1,1,0,1,7049
7/1/2019,New Mexico,777,0,5219,3365,458,379,0,9,11,0,404,417,0,54,0,0,0,0,16,14,2,3,0,0,11128
7/1/2019,New York,3060,2435,7051,8051,1055,214,0,0,1,0,26,30,0,31,66,1,1,4,245,175,12,4,8,1,22471
7/1/2019,North Carolina,22769,118,1265,7650,806,185,0,13,16,1,1870,1358,12,500,85,12,7,5,7,10,2,1,2,0,36694
7/1/2019,North Dakota,302,0,1219,1942,111,72,13,3,1,0,37,76,2,1,0,0,0,0,9,5,1,0,0,0,3794
7/1/2019,Ohio,10259,116,15931,9342,1203,748,1,10,3,2,990,436,10,67,13,12,0,0,36,22,3,2,0,0,39206
7/1/2019,Oklahoma,3249,0,8752,5997,923,779,11,9,11,0,1676,1290,8,0,0,0,0,0,28,12,7,1,1,0,22754
7/1/2019,Oregon,4178,765,11746,7572,0,6,3,0,0,0,0,0,0,164,59,0,0,0,0,0,0,0,0,0,24493
7/1/2019,Pennsylvania,21201,0,33850,10017,27,0,242,0,0,0,0,0,0,625,89,1,0,0,0,0,0,0,0,0,66052
7/1/2019,Puerto Rico,0,0,1958,192,119,28,0,1,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,2317
7/1/2019,Rhode Island,0,0,788,479,73,125,0,0,0,0,3,2,0,27,49,1,0,0,7,2,0,2,3,0,1561
7/1/2019,South Carolina,8181,216,7274,3667,696,331,1,18,7,0,884,410,5,172,10,0,0,0,7,6,1,0,0,0,21886
7/1/2019,South Dakota,478,0,2057,2214,159,106,0,2,0,0,152,145,2,0,0,0,0,0,2,5,1,0,0,0,5323
7/1/2019,Tennessee,12773,1,19494,10191,1116,0,0,0,0,0,0,0,0,64,8,0,0,0,0,0,0,0,0,0,43647
7/1/2019,Texas,21477,0,34215,21520,3002,1887,2,71,46,5,5676,3098,34,63,4,0,0,0,43,32,5,1,1,1,91183
7/1/2019,Utah,14092,55855,2558,2495,269,0,0,1,1,1,265,248,0,152,49,16,0,0,0,0,0,0,0,0,76002
7/1/2019,Vermont,0,0,1005,978,122,62,5,0,0,0,3,3,0,0,0,0,0,0,1,4,0,0,0,0,2183
7/1/2019,Virgin Islands,25,0,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
7/1/2019,Virginia,670,151,19139,9731,2757,0,0,0,0,0,0,0,0,56,8,1,0,0,0,0,0,0,0,0,32513
7/1/2019,Washington,13468,217,12636,5788,2716,39,14,1,150,7,256,693,20,638,170,17,0,0,327,211,66,2,3,0,37439
7/1/2019,West Virginia,1951,84,4289,3610,229,292,0,8,6,1,958,823,1,10,0,1,0,0,18,6,0,2,0,0,12289
7/1/2019,Wisconsin,6733,541,9938,6714,746,48,0,0,0,5,126,184,3,94,32,0,0,0,0,6,0,0,0,0,25170
7/1/2019,Wyoming,790,7,1528,1587,136,101,1,5,2,0,144,161,2,0,0,0,0,0,1,2,0,0,2,0,4469
6/1/2019,Alabama,28449,499,6947,4521,298,432,0,19,14,2,1004,686,4,0,0,0,0,0,10,11,1,0,0,1,42898
6/1/2019,Alaska,251,6,2465,2000,239,182,0,0,0,0,202,130,3,29,22,0,0,0,14,12,2,0,0,0,5557
6/1/2019,Arizona,5371,438,11375,5931,1309,656,0,14,6,1,1059,442,5,97,11,4,0,0,13,7,5,2,0,0,26746
6/1/2019,Arkansas,2690,559,4653,3214,292,458,8,11,14,0,978,1055,2,0,0,0,0,0,9,10,1,0,2,0,13956
6/1/2019,California,39303,0,38712,27050,4856,0,5040,0,0,0,578,437,11,0,0,0,0,0,0,0,0,0,0,0,115987
6/1/2019,Colorado,5983,0,16013,10215,1360,913,0,0,0,0,0,0,0,250,39,0,0,0,0,0,0,0,0,0,34773
6/1/2019,Connecticut,7368,395,4296,1449,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14041
6/1/2019,Delaware,610,0,1364,907,122,45,0,1,1,0,13,7,0,65,0,0,0,0,39,22,4,1,3,0,3204
6/1/2019,District of Columbia,172,0,113,3,0,2,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,305
6/1/2019,Florida,15427,0,44378,13576,3642,2484,0,31,13,1,3714,1014,7,876,111,10,0,0,197,108,39,52,49,1,85730
6/1/2019,Georgia,14858,0,10549,5425,566,780,0,18,7,0,1739,939,14,0,0,0,0,0,10,5,0,0,0,0,34910
6/1/2019,Guam,0,0,123,46,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
6/1/2019,Hawaii,856,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,857
6/1/2019,Idaho,8977,4,3599,3611,367,196,0,7,6,0,346,363,1,33,3,6,0,0,13,6,0,0,3,0,17541
6/1/2019,Illinois,12246,335793,17041,7321,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373166
6/1/2019,Indiana,168,247044,15272,7963,1368,705,23,7,4,2,614,349,17,14,0,0,0,0,46,22,36,2,4,0,273660
6/1/2019,Iowa,3669,5749,117,1299,20,4,0,0,0,0,1,32,0,24,12,3,0,0,0,3,0,0,0,0,10933
6/1/2019,Kansas,1860,6,4133,2981,453,362,0,2,4,0,514,237,23,27,4,0,0,0,6,7,1,2,0,0,10622
6/1/2019,Kentucky,150731,202171,8520,4608,384,514,5,23,14,1,1588,995,1,18,19,0,0,0,14,14,1,0,1,0,369622
6/1/2019,Louisiana,1870,75,7874,4613,673,812,0,11,5,1,960,581,3,0,0,0,0,0,13,15,2,1,0,0,17509
